1	0.51131	0.0091361	0.51131	0.014752	0.51131	0.051271	0.51131	0.51131	0.51131	0.38356	0.23754	0.028851	0.42213	0.51131	0.38356	0.42213	0.34851	0.23754	0.46458	0.0013441	0.26143	0.51131	0.011066	0.46458	0.51131	0.46458	0.0011097	0.46458	0.38356	0.51131	0.51131	0.51131	0.31666	0.26143	0.082786	0.091111	0.42213	0.46458	0.38356	0.51131	0.51131	0.34851	0.0083013	0.17819	0.038461	0.14712	0.21584	0.28773	0.13367	0.068347	0.51131	0.42213	0.38356	0.51131	0.51131	0.51131	0.51131	0.34851	0.46458	0.14712	0.46458
0.51131	1	0.014752	0.82559	0.02382	0.82559	0.082786	0.82559	0.82559	0.82559	0.61932	0.38356	0.038461	0.6816	0.82559	0.61932	0.6816	0.56273	0.38356	0.75015	0.0021702	0.42213	0.82559	0.017868	0.75015	0.82559	0.75015	0.0014792	0.75015	0.61932	0.82559	0.82559	0.82559	0.42213	0.42213	0.13367	0.14712	0.6816	0.75015	0.61932	0.82559	0.82559	0.56273	0.013404	0.23754	0.051271	0.23754	0.34851	0.46458	0.21584	0.11036	0.82559	0.6816	0.61932	0.82559	0.82559	0.82559	0.82559	0.56273	0.75015	0.23754	0.75015
0.0091361	0.014752	1	0.014752	0.00042561	0.014752	0.0021702	0.014752	0.014752	0.014752	0.011066	0.0068535	0.0010083	0.012179	0.014752	0.011066	0.014752	0.010055	0.0083013	0.013404	8.3469e-05	0.011066	0.014752	0.00038672	0.013404	0.014752	0.013404	4.697e-05	0.013404	0.011066	0.014752	0.014752	0.014752	0.0091361	0.0075427	0.0023885	0.003184	0.012179	0.013404	0.011066	0.014752	0.014752	0.012179	0.00062443	0.0051411	0.0013441	0.0051411	0.0062272	0.0083013	0.0056582	0.0028931	0.017868	0.012179	0.013404	0.014752	0.014752	0.014752	0.014752	0.010055	0.013404	0.0062272	0.016235
0.51131	0.82559	0.014752	1	0.028851	0.82559	0.082786	0.82559	0.82559	0.82559	0.61932	0.38356	0.038461	0.6816	0.82559	0.61932	0.6816	0.56273	0.38356	0.90862	0.0026287	0.42213	0.82559	0.021643	0.75015	0.82559	0.75015	0.0014792	0.75015	0.61932	0.82559	1	0.82559	0.42213	0.51131	0.13367	0.17819	0.6816	0.75015	0.61932	0.82559	0.82559	0.6816	0.013404	0.28773	0.051271	0.23754	0.42213	0.46458	0.21584	0.13367	0.82559	0.6816	0.61932	0.82559	0.82559	0.82559	0.82559	0.56273	0.75015	0.23754	0.75015
0.014752	0.02382	0.00042561	0.028851	1	0.02382	0.0035042	0.028851	0.02382	0.02382	0.017868	0.016235	0.001628	0.019665	0.02382	0.017868	0.02382	0.016235	0.013404	0.026215	7.5842e-05	0.012179	0.02382	0.00075634	0.021643	0.02382	0.021643	6.2614e-05	0.021643	0.017868	0.02382	0.028851	0.02382	0.012179	0.014752	0.0038566	0.0062272	0.019665	0.021643	0.017868	0.02382	0.02382	0.019665	0.00056737	0.0083013	0.0014792	0.0068535	0.014752	0.016235	0.0062272	0.0038566	0.02382	0.02382	0.017868	0.02382	0.02382	0.02382	0.02382	0.016235	0.021643	0.0068535	0.021643
0.51131	0.82559	0.014752	0.82559	0.02382	1	0.082786	0.82559	0.82559	0.82559	0.61932	0.38356	0.038461	0.6816	0.82559	0.61932	0.6816	0.56273	0.38356	0.75015	0.0021702	0.42213	0.82559	0.017868	0.75015	0.82559	0.75015	0.0014792	0.75015	0.61932	0.82559	0.82559	0.82559	0.42213	0.42213	0.13367	0.14712	0.6816	0.75015	0.61932	0.82559	0.82559	0.56273	0.013404	0.23754	0.051271	0.23754	0.34851	0.46458	0.21584	0.11036	0.82559	0.6816	0.61932	0.82559	0.82559	0.82559	0.82559	0.56273	0.75015	0.23754	0.75015
0.051271	0.082786	0.0021702	0.082786	0.0035042	0.082786	1	0.082786	0.082786	0.082786	0.062102	0.038461	0.0056582	0.068347	0.082786	0.062102	0.082786	0.056427	0.038461	0.075221	0.00026359	0.051271	0.082786	0.0026287	0.075221	0.082786	0.075221	0.00017966	0.075221	0.062102	0.082786	0.082786	0.082786	0.042329	0.042329	0.016235	0.017868	0.068347	0.075221	0.062102	0.082786	0.082786	0.056427	0.001628	0.02382	0.0062272	0.028851	0.042329	0.056427	0.026215	0.019665	0.10027	0.068347	0.075221	0.082786	0.082786	0.082786	0.082786	0.068347	0.075221	0.034946	0.075221
0.51131	0.82559	0.014752	0.82559	0.028851	0.82559	0.082786	1	0.82559	0.82559	0.61932	0.38356	0.038461	0.6816	0.82559	0.61932	0.6816	0.56273	0.38356	0.75015	0.0021702	0.42213	0.82559	0.017868	0.75015	0.82559	0.75015	0.0014792	0.75015	0.61932	0.82559	0.82559	0.82559	0.42213	0.42213	0.13367	0.14712	0.6816	0.75015	0.61932	0.82559	0.82559	0.56273	0.013404	0.23754	0.051271	0.23754	0.34851	0.46458	0.21584	0.11036	0.82559	0.6816	0.61932	0.82559	0.82559	0.82559	0.82559	0.56273	0.75015	0.23754	0.75015
0.51131	0.82559	0.014752	0.82559	0.02382	0.82559	0.082786	0.82559	1	0.82559	0.61932	0.38356	0.038461	0.6816	0.82559	0.61932	0.6816	0.56273	0.38356	0.75015	0.0021702	0.42213	0.82559	0.017868	0.75015	0.82559	0.75015	0.0014792	0.75015	0.61932	0.82559	0.82559	0.82559	0.42213	0.42213	0.13367	0.14712	0.6816	0.75015	0.61932	0.82559	0.82559	0.56273	0.013404	0.23754	0.051271	0.23754	0.34851	0.46458	0.21584	0.11036	0.82559	0.6816	0.61932	0.82559	0.82559	0.82559	0.82559	0.56273	0.75015	0.23754	0.75015
0.51131	0.82559	0.014752	0.82559	0.02382	0.82559	0.082786	0.82559	0.82559	1	0.61932	0.38356	0.038461	0.6816	0.82559	0.61932	0.6816	0.56273	0.38356	0.75015	0.0021702	0.42213	0.82559	0.017868	0.75015	0.82559	0.75015	0.0014792	0.75015	0.61932	0.82559	0.82559	0.82559	0.42213	0.42213	0.13367	0.14712	0.6816	0.75015	0.61932	0.82559	0.82559	0.56273	0.013404	0.23754	0.051271	0.23754	0.34851	0.46458	0.21584	0.11036	0.82559	0.6816	0.61932	0.82559	0.82559	0.82559	0.82559	0.56273	0.75015	0.23754	0.75015
