1	2.969e-06	8.8427e-05	6.1469e-05	7.8333e-05	3.7852e-05	9.9778e-06	0.00012721	0.0001436	0.00012721	0.00012721	0.0001436	2.9704e-05	7.8333e-05	5.4452e-05	2.9704e-05	0.00012721	0.0001436	0.00012721	3.7852e-05	1.6203e-05	0.0001436	0.0001436	0.00011269	0.0001436	0.0001436	5.4452e-05	4.8237e-05	0.0001436	0.0001436	0.0001436	0.0001436	0.00018299	0.00011269	2.9704e-05	2.3309e-05	8.8427e-05	9.9822e-05	0.00012721	0.0001436
2.969e-06	1	0.0078402	0.0054501	0.0069453	0.0033561	0.00088466	0.011279	0.012732	0.011279	0.011279	0.012732	0.0026336	0.0069453	0.0048279	0.0026336	0.011279	0.012732	0.011279	0.0033561	0.0014366	0.012732	0.012732	0.0099911	0.012732	0.012732	0.0048279	0.0042768	0.012732	0.012732	0.012732	0.012732	0.016225	0.0099911	0.0020667	0.0020667	0.0078402	0.0088506	0.011279	0.012732
8.8427e-05	0.0078402	1	0.16232	0.20685	0.099955	0.026348	0.33591	0.3792	0.33591	0.33591	0.3792	0.078437	0.20685	0.14379	0.078437	0.33591	0.3792	0.33591	0.099955	0.042787	0.3792	0.3792	0.29757	0.3792	0.3792	0.14379	0.12738	0.3792	0.3792	0.3792	0.3792	0.48323	0.29757	0.061552	0.061552	0.23351	0.2636	0.33591	0.3792
6.1469e-05	0.0054501	0.16232	1	0.18324	0.088545	0.02334	0.29757	0.33591	0.29757	0.29757	0.33591	0.069483	0.18324	0.12738	0.069483	0.29757	0.33591	0.29757	0.088545	0.029743	0.33591	0.33591	0.2636	0.33591	0.33591	0.16232	0.11284	0.33591	0.33591	0.33591	0.33591	0.33591	0.2636	0.054525	0.054525	0.20685	0.23351	0.29757	0.33591
7.8333e-05	0.0069453	0.20685	0.18324	1	0.11284	0.029743	0.3792	0.42806	0.3792	0.3792	0.42806	0.088545	0.23351	0.16232	0.088545	0.3792	0.42806	0.3792	0.11284	0.037903	0.42806	0.42806	0.33591	0.42806	0.42806	0.16232	0.14379	0.42806	0.42806	0.42806	0.42806	0.42806	0.33591	0.069483	0.069483	0.2636	0.29757	0.3792	0.42806
3.7852e-05	0.0033561	0.099955	0.088545	0.11284	1	0.014373	0.18324	0.20685	0.18324	0.18324	0.20685	0.042787	0.11284	0.12738	0.042787	0.18324	0.20685	0.23351	0.069483	0.018316	0.20685	0.20685	0.16232	0.20685	0.20685	0.078437	0.069483	0.20685	0.20685	0.20685	0.20685	0.20685	0.16232	0.033576	0.033576	0.12738	0.14379	0.18324	0.20685
9.9778e-06	0.00088466	0.026348	0.02334	0.029743	0.014373	1	0.048301	0.054525	0.048301	0.048301	0.054525	0.011279	0.029743	0.026348	0.011279	0.061552	0.054525	0.048301	0.014373	0.0061524	0.054525	0.069483	0.042787	0.054525	0.054525	0.020676	0.018316	0.054525	0.054525	0.054525	0.054525	0.054525	0.042787	0.0088506	0.0088506	0.033576	0.037903	0.048301	0.054525
0.00012721	0.011279	0.33591	0.29757	0.3792	0.18324	0.048301	1	0.69514	0.61579	0.61579	0.69514	0.14379	0.3792	0.2636	0.14379	0.61579	0.69514	0.61579	0.18324	0.061552	0.69514	0.69514	0.5455	0.69514	0.69514	0.2636	0.23351	0.69514	0.69514	0.69514	0.69514	0.69514	0.5455	0.11284	0.11284	0.42806	0.48323	0.61579	0.69514
0.0001436	0.012732	0.3792	0.33591	0.42806	0.20685	0.054525	0.69514	1	0.69514	0.69514	0.78472	0.16232	0.42806	0.29757	0.16232	0.69514	0.78472	0.69514	0.20685	0.069483	0.78472	0.78472	0.61579	0.78472	0.78472	0.29757	0.2636	0.78472	0.78472	0.78472	0.78472	0.78472	0.61579	0.12738	0.12738	0.48323	0.5455	0.69514	0.78472
0.00012721	0.011279	0.33591	0.29757	0.3792	0.18324	0.048301	0.61579	0.69514	1	0.61579	0.69514	0.14379	0.3792	0.2636	0.14379	0.61579	0.69514	0.61579	0.18324	0.061552	0.69514	0.69514	0.5455	0.69514	0.69514	0.2636	0.23351	0.69514	0.69514	0.69514	0.69514	0.69514	0.5455	0.11284	0.11284	0.42806	0.48323	0.61579	0.69514
0.00012721	0.011279	0.33591	0.29757	0.3792	0.18324	0.048301	0.61579	0.69514	0.61579	1	0.69514	0.14379	0.3792	0.2636	0.14379	0.61579	0.69514	0.61579	0.18324	0.061552	0.69514	0.69514	0.5455	0.69514	0.69514	0.2636	0.23351	0.69514	0.69514	0.69514	0.69514	0.69514	0.5455	0.11284	0.11284	0.42806	0.48323	0.61579	0.69514
0.0001436	0.012732	0.3792	0.33591	0.42806	0.20685	0.054525	0.69514	0.78472	0.69514	0.69514	1	0.16232	0.42806	0.29757	0.16232	0.69514	0.78472	0.69514	0.20685	0.069483	0.78472	0.78472	0.61579	0.78472	0.78472	0.29757	0.2636	0.78472	0.78472	0.78472	0.78472	0.78472	0.61579	0.12738	0.12738	0.48323	0.5455	0.69514	0.78472
2.9704e-05	0.0026336	0.078437	0.069483	0.088545	0.042787	0.011279	0.14379	0.16232	0.14379	0.14379	0.16232	1	0.088545	0.061552	0.033576	0.14379	0.16232	0.14379	0.042787	0.014373	0.16232	0.16232	0.12738	0.16232	0.16232	0.061552	0.054525	0.16232	0.16232	0.16232	0.16232	0.16232	0.12738	0.026348	0.026348	0.099955	0.11284	0.14379	0.16232
7.8333e-05	0.0069453	0.20685	0.18324	0.23351	0.11284	0.029743	0.3792	0.42806	0.3792	0.3792	0.42806	0.088545	1	0.16232	0.088545	0.3792	0.42806	0.3792	0.11284	0.037903	0.42806	0.42806	0.33591	0.42806	0.42806	0.16232	0.14379	0.42806	0.42806	0.42806	0.42806	0.42806	0.33591	0.069483	0.069483	0.2636	0.29757	0.3792	0.42806
5.4452e-05	0.0048279	0.14379	0.12738	0.16232	0.12738	0.026348	0.2636	0.29757	0.2636	0.2636	0.29757	0.061552	0.16232	1	0.061552	0.33591	0.29757	0.33591	0.099955	0.033576	0.29757	0.29757	0.23351	0.29757	0.29757	0.11284	0.099955	0.29757	0.29757	0.29757	0.29757	0.29757	0.23351	0.048301	0.048301	0.18324	0.20685	0.2636	0.29757
2.9704e-05	0.0026336	0.078437	0.069483	0.088545	0.042787	0.011279	0.14379	0.16232	0.14379	0.14379	0.16232	0.033576	0.088545	0.061552	1	0.14379	0.16232	0.14379	0.042787	0.014373	0.16232	0.16232	0.12738	0.16232	0.16232	0.061552	0.054525	0.16232	0.16232	0.16232	0.16232	0.16232	0.12738	0.033576	0.026348	0.099955	0.11284	0.14379	0.16232
0.00012721	0.011279	0.33591	0.29757	0.3792	0.18324	0.061552	0.61579	0.69514	0.61579	0.61579	0.69514	0.14379	0.3792	0.33591	0.14379	1	0.69514	0.61579	0.18324	0.078437	0.69514	0.69514	0.5455	0.69514	0.69514	0.2636	0.23351	0.69514	0.69514	0.69514	0.69514	0.69514	0.5455	0.11284	0.11284	0.42806	0.48323	0.61579	0.69514
0.0001436	0.012732	0.3792	0.33591	0.42806	0.20685	0.054525	0.69514	0.78472	0.69514	0.69514	0.78472	0.16232	0.42806	0.29757	0.16232	0.69514	1	0.69514	0.20685	0.069483	0.78472	0.78472	0.61579	0.78472	0.78472	0.29757	0.2636	0.78472	0.78472	0.78472	0.78472	0.78472	0.61579	0.12738	0.12738	0.48323	0.5455	0.69514	0.78472
0.00012721	0.011279	0.33591	0.29757	0.3792	0.23351	0.048301	0.61579	0.69514	0.61579	0.61579	0.69514	0.14379	0.3792	0.33591	0.14379	0.61579	0.69514	1	0.18324	0.061552	0.69514	0.69514	0.5455	0.69514	0.69514	0.2636	0.23351	0.69514	0.69514	0.69514	0.69514	0.69514	0.5455	0.11284	0.11284	0.42806	0.48323	0.61579	0.69514
3.7852e-05	0.0033561	0.099955	0.088545	0.11284	0.069483	0.014373	0.18324	0.20685	0.18324	0.18324	0.20685	0.042787	0.11284	0.099955	0.042787	0.18324	0.20685	0.18324	1	0.018316	0.20685	0.20685	0.20685	0.20685	0.20685	0.078437	0.069483	0.20685	0.20685	0.20685	0.20685	0.20685	0.16232	0.033576	0.033576	0.12738	0.14379	0.18324	0.20685
1.6203e-05	0.0014366	0.042787	0.029743	0.037903	0.018316	0.0061524	0.061552	0.069483	0.061552	0.061552	0.069483	0.014373	0.037903	0.033576	0.014373	0.078437	0.069483	0.061552	0.018316	1	0.069483	0.069483	0.054525	0.069483	0.069483	0.026348	0.02334	0.069483	0.069483	0.069483	0.069483	0.088545	0.054525	0.011279	0.011279	0.042787	0.048301	0.061552	0.069483
0.0001436	0.012732	0.3792	0.33591	0.42806	0.20685	0.054525	0.69514	0.78472	0.69514	0.69514	0.78472	0.16232	0.42806	0.29757	0.16232	0.69514	0.78472	0.69514	0.20685	0.069483	1	0.78472	0.61579	0.78472	0.78472	0.29757	0.2636	0.78472	0.78472	0.78472	0.78472	0.78472	0.61579	0.12738	0.12738	0.48323	0.5455	0.69514	0.78472
0.0001436	0.012732	0.3792	0.33591	0.42806	0.20685	0.069483	0.69514	0.78472	0.69514	0.69514	0.78472	0.16232	0.42806	0.29757	0.16232	0.69514	0.78472	0.69514	0.20685	0.069483	0.78472	1	0.61579	0.78472	0.78472	0.29757	0.2636	0.78472	0.78472	0.78472	0.78472	0.78472	0.61579	0.12738	0.12738	0.48323	0.5455	0.69514	0.78472
0.00011269	0.0099911	0.29757	0.2636	0.33591	0.16232	0.042787	0.5455	0.61579	0.5455	0.5455	0.61579	0.12738	0.33591	0.23351	0.12738	0.5455	0.61579	0.5455	0.20685	0.054525	0.61579	0.61579	1	0.61579	0.61579	0.23351	0.20685	0.61579	0.61579	0.61579	0.61579	0.61579	0.48323	0.099955	0.099955	0.3792	0.42806	0.5455	0.61579
0.0001436	0.012732	0.3792	0.33591	0.42806	0.20685	0.054525	0.69514	0.78472	0.69514	0.69514	0.78472	0.16232	0.42806	0.29757	0.16232	0.69514	0.78472	0.69514	0.20685	0.069483	0.78472	0.78472	0.61579	1	0.78472	0.29757	0.2636	0.78472	0.78472	0.78472	0.78472	0.78472	0.61579	0.12738	0.12738	0.48323	0.5455	0.69514	0.78472
0.0001436	0.012732	0.3792	0.33591	0.42806	0.20685	0.054525	0.69514	0.78472	0.69514	0.69514	0.78472	0.16232	0.42806	0.29757	0.16232	0.69514	0.78472	0.69514	0.20685	0.069483	0.78472	0.78472	0.61579	0.78472	1	0.29757	0.2636	0.78472	0.78472	0.78472	0.78472	0.78472	0.61579	0.12738	0.12738	0.48323	0.5455	0.69514	0.78472
5.4452e-05	0.0048279	0.14379	0.16232	0.16232	0.078437	0.020676	0.2636	0.29757	0.2636	0.2636	0.29757	0.061552	0.16232	0.11284	0.061552	0.2636	0.29757	0.2636	0.078437	0.026348	0.29757	0.29757	0.23351	0.29757	0.29757	1	0.099955	0.29757	0.29757	0.29757	0.29757	0.29757	0.23351	0.048301	0.048301	0.18324	0.20685	0.2636	0.29757
4.8237e-05	0.0042768	0.12738	0.11284	0.14379	0.069483	0.018316	0.23351	0.2636	0.23351	0.23351	0.2636	0.054525	0.14379	0.099955	0.054525	0.23351	0.2636	0.23351	0.069483	0.02334	0.2636	0.2636	0.20685	0.2636	0.2636	0.099955	1	0.2636	0.2636	0.2636	0.2636	0.2636	0.20685	0.042787	0.042787	0.16232	0.18324	0.23351	0.2636
0.0001436	0.012732	0.3792	0.33591	0.42806	0.20685	0.054525	0.69514	0.78472	0.69514	0.69514	0.78472	0.16232	0.42806	0.29757	0.16232	0.69514	0.78472	0.69514	0.20685	0.069483	0.78472	0.78472	0.61579	0.78472	0.78472	0.29757	0.2636	1	0.78472	0.78472	0.78472	0.78472	0.61579	0.12738	0.12738	0.48323	0.5455	0.69514	0.78472
0.0001436	0.012732	0.3792	0.33591	0.42806	0.20685	0.054525	0.69514	0.78472	0.69514	0.69514	0.78472	0.16232	0.42806	0.29757	0.16232	0.69514	0.78472	0.69514	0.20685	0.069483	0.78472	0.78472	0.61579	0.78472	0.78472	0.29757	0.2636	0.78472	1	0.78472	0.78472	0.78472	0.61579	0.12738	0.12738	0.48323	0.5455	0.69514	0.78472
0.0001436	0.012732	0.3792	0.33591	0.42806	0.20685	0.054525	0.69514	0.78472	0.69514	0.69514	0.78472	0.16232	0.42806	0.29757	0.16232	0.69514	0.78472	0.69514	0.20685	0.069483	0.78472	0.78472	0.61579	0.78472	0.78472	0.29757	0.2636	0.78472	0.78472	1	1	0.78472	0.61579	0.12738	0.12738	0.48323	0.5455	0.69514	0.78472
0.0001436	0.012732	0.3792	0.33591	0.42806	0.20685	0.054525	0.69514	0.78472	0.69514	0.69514	0.78472	0.16232	0.42806	0.29757	0.16232	0.69514	0.78472	0.69514	0.20685	0.069483	0.78472	0.78472	0.61579	0.78472	0.78472	0.29757	0.2636	0.78472	0.78472	1	1	0.78472	0.61579	0.12738	0.12738	0.48323	0.5455	0.69514	0.78472
0.00018299	0.016225	0.48323	0.33591	0.42806	0.20685	0.054525	0.69514	0.78472	0.69514	0.69514	0.78472	0.16232	0.42806	0.29757	0.16232	0.69514	0.78472	0.69514	0.20685	0.088545	0.78472	0.78472	0.61579	0.78472	0.78472	0.29757	0.2636	0.78472	0.78472	0.78472	0.78472	1	0.61579	0.12738	0.12738	0.48323	0.5455	0.69514	0.78472
