1	0.067716	0.067716	0.10607	0.058308	0.043232	0.032054	0.0016093	0.067716	0.013065	0.00026737	0.0083411	0.058308	0.017621	0.058308	0.09133	0.050207	0.067716	0.12318	0.0003105	0.027601	0.10607	0.078641	0.12318	0.043232	0.10607	0.12318	0.027601	0.10607	0.01125	0.10607	0.078641	0.050207	0.10607	0.058308	0.015173	0.12318	0.058308	0.078641	0.09133	0.12318	0.12318	0.10607	0.00088471	0.067716	0.058308	0.078641	0.09133	0.10607	0.09133	0.067716	0.067716	0.12318	0.050207	0.058308	0.032054	0.09133	0.12318	0.043232	0.058308	0.043232	0.043232	0.10607	0.043232	0.043232	0.013065	0.12318	0.12318	0.12318	0.16613	0.09133	0.067716	0.067716	0.12318	0.058308	0.09133	0.12318	0.067716	0.037226	0.023766	0.09133	0.12318	0.12318	0.12318	0.12318	0.10607	0.12318	0.12318	0.10607
0.067716	1	0.22407	0.35097	0.14305	0.14305	0.10607	0.0053253	0.22407	0.043232	0.00088471	0.020464	0.19294	0.043232	0.19294	0.30221	0.16613	0.22407	0.4076	0.0007618	0.09133	0.35097	0.26022	0.4076	0.14305	0.35097	0.4076	0.09133	0.35097	0.037226	0.35097	0.26022	0.16613	0.35097	0.19294	0.050207	0.4076	0.19294	0.26022	0.30221	0.4076	0.4076	0.35097	0.0029275	0.22407	0.19294	0.26022	0.30221	0.35097	0.30221	0.22407	0.22407	0.4076	0.16613	0.19294	0.10607	0.30221	0.4076	0.14305	0.19294	0.14305	0.14305	0.35097	0.10607	0.14305	0.043232	0.4076	0.4076	0.4076	0.4076	0.22407	0.22407	0.22407	0.4076	0.19294	0.30221	0.4076	0.22407	0.12318	0.078641	0.30221	0.4076	0.4076	0.4076	0.4076	0.35097	0.4076	0.4076	0.35097
0.067716	0.22407	1	0.35097	0.14305	0.14305	0.10607	0.0053253	0.22407	0.058308	0.0011932	0.027601	0.19294	0.058308	0.19294	0.30221	0.16613	0.22407	0.4076	0.0010275	0.09133	0.35097	0.26022	0.4076	0.26022	0.35097	0.4076	0.09133	0.35097	0.037226	0.35097	0.26022	0.16613	0.35097	0.19294	0.050207	0.4076	0.19294	0.26022	0.30221	0.4076	0.4076	0.35097	0.0039484	0.22407	0.19294	0.26022	0.30221	0.35097	0.30221	0.22407	0.22407	0.4076	0.16613	0.19294	0.10607	0.30221	0.4076	0.14305	0.19294	0.14305	0.14305	0.35097	0.10607	0.14305	0.043232	0.4076	0.4076	0.4076	0.4076	0.22407	0.22407	0.22407	0.4076	0.19294	0.30221	0.4076	0.22407	0.12318	0.078641	0.30221	0.4076	0.4076	0.4076	0.4076	0.35097	0.4076	0.4076	0.35097
0.10607	0.35097	0.35097	1	0.22407	0.22407	0.16613	0.0083411	0.35097	0.067716	0.0013858	0.032054	0.30221	0.067716	0.30221	0.47336	0.26022	0.35097	0.63843	0.0011932	0.14305	0.54973	0.4076	0.63843	0.22407	0.54973	0.63843	0.14305	0.54973	0.058308	0.54973	0.4076	0.26022	0.54973	0.30221	0.078641	0.63843	0.30221	0.4076	0.47336	0.63843	0.63843	0.54973	0.0045854	0.35097	0.30221	0.4076	0.47336	0.54973	0.47336	0.35097	0.35097	0.63843	0.26022	0.30221	0.16613	0.47336	0.63843	0.22407	0.30221	0.22407	0.22407	0.54973	0.16613	0.22407	0.067716	0.63843	0.63843	0.63843	0.63843	0.35097	0.35097	0.35097	0.63843	0.30221	0.47336	0.63843	0.35097	0.19294	0.12318	0.47336	0.63843	0.63843	0.63843	0.63843	0.54973	0.63843	0.63843	0.54973
0.058308	0.14305	0.14305	0.22407	1	0.09133	0.067716	0.0033998	0.14305	0.037226	0.0010275	0.017621	0.12318	0.037226	0.12318	0.19294	0.10607	0.19294	0.26022	0.00065596	0.058308	0.22407	0.16613	0.26022	0.09133	0.22407	0.26022	0.058308	0.22407	0.023766	0.22407	0.16613	0.10607	0.22407	0.12318	0.032054	0.26022	0.12318	0.16613	0.19294	0.26022	0.26022	0.22407	0.001869	0.14305	0.12318	0.16613	0.19294	0.22407	0.26022	0.14305	0.14305	0.26022	0.10607	0.12318	0.067716	0.19294	0.26022	0.09133	0.12318	0.09133	0.09133	0.30221	0.067716	0.09133	0.027601	0.26022	0.26022	0.26022	0.26022	0.26022	0.14305	0.14305	0.26022	0.12318	0.19294	0.26022	0.14305	0.078641	0.050207	0.19294	0.35097	0.35097	0.35097	0.26022	0.22407	0.26022	0.26022	0.22407
0.043232	0.14305	0.14305	0.22407	0.09133	1	0.067716	0.0033998	0.14305	0.027601	0.00056483	0.013065	0.12318	0.027601	0.12318	0.19294	0.10607	0.14305	0.26022	0.00048636	0.058308	0.22407	0.16613	0.26022	0.09133	0.22407	0.26022	0.058308	0.22407	0.023766	0.22407	0.16613	0.10607	0.22407	0.12318	0.032054	0.26022	0.12318	0.16613	0.19294	0.26022	0.26022	0.22407	0.001869	0.14305	0.12318	0.16613	0.19294	0.22407	0.19294	0.14305	0.14305	0.26022	0.10607	0.12318	0.067716	0.19294	0.26022	0.09133	0.12318	0.09133	0.09133	0.22407	0.067716	0.09133	0.027601	0.26022	0.26022	0.26022	0.26022	0.14305	0.14305	0.14305	0.26022	0.12318	0.19294	0.26022	0.14305	0.078641	0.050207	0.19294	0.26022	0.26022	0.26022	0.26022	0.22407	0.26022	0.26022	0.22407
0.032054	0.10607	0.10607	0.16613	0.067716	0.067716	1	0.0025208	0.10607	0.020464	0.00056483	0.013065	0.09133	0.020464	0.09133	0.14305	0.078641	0.10607	0.19294	0.0003606	0.043232	0.16613	0.12318	0.19294	0.09133	0.16613	0.19294	0.043232	0.16613	0.017621	0.16613	0.12318	0.078641	0.16613	0.09133	0.023766	0.19294	0.09133	0.12318	0.14305	0.19294	0.19294	0.16613	0.0013858	0.10607	0.09133	0.12318	0.14305	0.16613	0.14305	0.10607	0.10607	0.19294	0.10607	0.09133	0.050207	0.14305	0.19294	0.067716	0.09133	0.067716	0.067716	0.16613	0.050207	0.067716	0.020464	0.19294	0.19294	0.19294	0.19294	0.10607	0.10607	0.10607	0.19294	0.09133	0.14305	0.19294	0.10607	0.058308	0.037226	0.14305	0.19294	0.19294	0.19294	0.19294	0.16613	0.19294	0.19294	0.16613
0.0016093	0.0053253	0.0053253	0.0083411	0.0033998	0.0033998	0.0025208	1	0.0053253	0.0010275	2.8358e-05	0.00088471	0.0045854	0.0013858	0.0045854	0.0071823	0.0039484	0.0053253	0.009687	2.4419e-05	0.0021706	0.0083411	0.0061845	0.009687	0.0033998	0.0083411	0.013065	0.0021706	0.0083411	0.00088471	0.0083411	0.0061845	0.0039484	0.0083411	0.0045854	0.0011932	0.009687	0.0045854	0.0061845	0.0071823	0.009687	0.009687	0.0083411	6.9575e-05	0.0053253	0.0045854	0.0061845	0.0071823	0.0083411	0.0071823	0.0053253	0.0053253	0.009687	0.0039484	0.0045854	0.0025208	0.0071823	0.009687	0.0033998	0.0045854	0.0033998	0.0033998	0.0083411	0.0025208	0.0033998	0.0010275	0.009687	0.009687	0.009687	0.009687	0.0053253	0.0053253	0.0053253	0.009687	0.0045854	0.0071823	0.009687	0.0053253	0.0029275	0.001869	0.0071823	0.009687	0.009687	0.009687	0.009687	0.0083411	0.009687	0.013065	0.0083411
0.067716	0.22407	0.22407	0.35097	0.14305	0.14305	0.10607	0.0053253	1	0.043232	0.00088471	0.020464	0.19294	0.043232	0.19294	0.30221	0.16613	0.22407	0.4076	0.0007618	0.09133	0.35097	0.26022	0.4076	0.14305	0.35097	0.4076	0.09133	0.35097	0.037226	0.35097	0.26022	0.16613	0.35097	0.19294	0.050207	0.4076	0.19294	0.26022	0.30221	0.4076	0.4076	0.35097	0.0029275	0.22407	0.19294	0.26022	0.30221	0.35097	0.30221	0.22407	0.22407	0.4076	0.16613	0.19294	0.10607	0.30221	0.4076	0.14305	0.19294	0.14305	0.14305	0.35097	0.10607	0.14305	0.043232	0.4076	0.4076	0.4076	0.4076	0.22407	0.22407	0.22407	0.4076	0.19294	0.30221	0.4076	0.22407	0.12318	0.078641	0.30221	0.4076	0.4076	0.4076	0.4076	0.35097	0.4076	0.4076	0.35097
0.013065	0.043232	0.058308	0.067716	0.037226	0.027601	0.020464	0.0010275	0.043232	1	0.00023022	0.0071823	0.037226	0.015173	0.037226	0.058308	0.032054	0.043232	0.078641	0.00019824	0.017621	0.067716	0.050207	0.078641	0.027601	0.067716	0.078641	0.017621	0.067716	0.0071823	0.067716	0.050207	0.032054	0.067716	0.037226	0.009687	0.078641	0.037226	0.050207	0.058308	0.078641	0.078641	0.067716	0.0007618	0.043232	0.037226	0.050207	0.058308	0.067716	0.078641	0.043232	0.043232	0.078641	0.032054	0.037226	0.020464	0.058308	0.078641	0.027601	0.037226	0.027601	0.027601	0.067716	0.020464	0.027601	0.0083411	0.078641	0.078641	0.078641	0.078641	0.058308	0.043232	0.043232	0.078641	0.037226	0.058308	0.078641	0.043232	0.023766	0.015173	0.058308	0.10607	0.10607	0.10607	0.078641	0.067716	0.078641	0.078641	0.067716
