1	0.67281	1	0.29212	0.14004	0.47196	0.043779	1	0.30298	0.51302	0.27728	0.67281	0.66583	0.59058	0.48696	0.36364	1	0.3328	0.62545	0.56351	0.29212	1	0.47196	0.46706	0.38915	0.13086	0.052819	1	0.38712	0.16206	0.61254	0.67281	0.28609	0.34159	0.66583	1	0.67281	0.48696	0.66931	0.48696	0.67281	0.63863	0.22159	0.48442	0.38712	0.59058	0.066787	0.12357	0.24723	0.16984	0.549	0.36554	0.67281	0.43873	0.56645	0.11852	0.41644	0.14987	0.13502	0.36746	1	0.28165	0.48696	0.66583	0.32423	0.38712	0.53488	0.48696	0.38915	0.4794	0.6555	0.25911	0.57538	0.53488	0.11018	1	0.58445	0.67281	0.16121	0.65892	0.70514	0.23837	0.038428	0.52384	0.099266	0.34517	0.071472	1	0.27728	0.18656	0.14078	0.44333	0.4794	0.51035	0.43192	0.59989	0.53767	0.41862	0.9948	0.65209	0.23713	0.052819	0.067487	0.34337
0.67281	1	0.67281	0.36746	0.094223	0.69419	0.029455	0.67281	0.40998	0.65892	0.18656	0.98963	0.97936	0.81599	0.67986	0.24466	0.67281	0.22391	0.42081	0.77858	0.38311	0.67281	0.69419	0.31424	0.51035	0.14374	0.035537	0.67281	0.26046	0.18753	0.41212	0.98963	0.19249	0.46222	0.97936	0.67281	0.98963	0.67986	0.98448	0.32763	0.98963	0.42968	0.14909	0.67633	0.5077	0.81599	0.045406	0.083139	0.30141	0.11427	0.36938	0.24594	0.98963	0.59367	0.77453	0.1275	0.55766	0.10083	0.15625	0.49722	0.67281	0.1895	0.67986	0.97936	0.21815	0.26046	0.35987	0.67986	0.51035	0.62872	0.96416	0.17433	0.79499	0.75459	0.074128	0.67281	0.80752	0.98963	0.17708	0.9692	0.47443	0.32934	0.025855	0.72376	0.066787	0.43873	0.048087	0.67281	0.33804	0.21143	0.094715	0.61896	0.70514	0.6555	0.59677	0.82885	0.36175	0.28165	0.66931	0.95914	0.15954	0.035537	0.045406	0.36938
1	0.67281	1	0.29212	0.14004	0.47196	0.043779	1	0.30298	0.51302	0.27728	0.67281	0.66583	0.59058	0.48696	0.36364	1	0.3328	0.62545	0.56351	0.29212	1	0.47196	0.46706	0.38915	0.13086	0.052819	1	0.38712	0.16206	0.61254	0.67281	0.28609	0.34159	0.66583	1	0.67281	0.48696	0.66931	0.48696	0.67281	0.63863	0.22159	0.48442	0.38712	0.59058	0.066787	0.12357	0.24723	0.16984	0.549	0.36554	0.67281	0.43873	0.56645	0.11852	0.41644	0.14987	0.13502	0.36746	1	0.28165	0.48696	0.66583	0.32423	0.38712	0.53488	0.48696	0.38915	0.4794	0.6555	0.25911	0.57538	0.53488	0.11018	1	0.58445	0.67281	0.16121	0.65892	0.70514	0.23837	0.038428	0.52384	0.099266	0.34517	0.071472	1	0.27728	0.18656	0.14078	0.44333	0.4794	0.51035	0.43192	0.59989	0.53767	0.41862	0.9948	0.65209	0.23713	0.052819	0.067487	0.34337
0.29212	0.36746	0.29212	1	0.092278	0.52933	0.080159	0.29212	0.21929	0.49206	0.14525	0.36746	0.36364	0.36175	0.30776	0.18851	0.29212	0.17252	0.22508	0.33454	0.35987	0.29212	0.52933	0.20923	0.2906	0.17708	0.069996	0.29212	0.19049	0.14754	0.22744	0.36746	0.15463	0.24466	0.36364	0.29212	0.36746	0.30776	0.36554	0.1986	0.36746	0.22744	0.1275	0.30616	0.28909	0.35061	0.11976	0.15223	0.20279	0.10296	0.21929	0.17073	0.36746	0.28609	0.3328	0.22863	0.26874	0.14677	0.14831	0.25776	0.29212	0.15065	0.30776	0.36364	0.1629	0.18462	0.21364	0.30776	0.2906	0.30298	0.36938	0.14449	0.34159	0.32423	0.081423	0.29212	0.34697	0.36746	0.14078	0.35987	0.25642	0.30616	0.051999	0.33454	0.12229	0.25509	0.12816	0.29212	0.22508	0.15954	0.099785	0.28909	0.52111	0.4895	0.49463	0.35614	0.23102	0.17987	0.2906	0.35614	0.13787	0.094715	0.078096	0.21476
0.14004	0.094223	0.14004	0.092278	1	0.088508	0.21476	0.14004	0.10847	0.096208	0.4895	0.094223	0.09521	0.097725	0.13859	0.3328	0.14004	0.38311	0.1895	0.11607	0.15871	0.14004	0.088508	0.24852	0.18462	0.30937	0.28759	0.14004	0.23589	0.29212	0.22159	0.09521	0.24594	0.11607	0.096208	0.14004	0.094223	0.13859	0.093733	0.20599	0.09521	0.13155	0.35614	0.13787	0.18366	0.09875	0.25244	0.1179	0.24339	0.22626	0.22274	0.35614	0.09521	0.15871	0.097725	0.27156	0.13432	0.20173	0.25376	0.15223	0.14004	0.23961	0.13859	0.096208	0.358	0.35429	0.21701	0.13859	0.18462	0.14987	0.091798	0.47196	0.11852	0.097217	0.47196	0.14004	0.097725	0.09521	0.22863	0.097217	0.16634	0.12039	0.26595	0.10349	0.31098	0.10458	0.26734	0.14004	0.23102	0.31261	0.25911	0.12883	0.089903	0.095708	0.09276	0.099266	0.25509	0.15625	0.13931	0.093245	0.3192	0.22159	0.25509	0.14374
0.47196	0.69419	0.47196	0.52933	0.088508	1	0.04243	0.47196	0.31589	0.91996	0.15954	0.69419	0.68699	0.60935	0.49206	0.21364	0.47196	0.20173	0.30457	0.59367	0.53488	0.47196	1	0.25509	0.43192	0.20069	0.037051	0.47196	0.22744	0.16547	0.32087	0.69419	0.16634	0.35614	0.68699	0.47196	0.69419	0.49206	0.69058	0.25776	0.69419	0.32423	0.14151	0.4895	0.42968	0.59058	0.063394	0.080578	0.26046	0.10847	0.2906	0.21701	0.69419	0.46222	0.58445	0.12102	0.41644	0.14078	0.14987	0.39943	0.47196	0.15871	0.49206	0.68699	0.18851	0.22508	0.28312	0.49206	0.43192	0.47443	0.69782	0.15707	0.60618	0.54615	0.069632	0.47196	0.58445	0.69419	0.15625	0.67986	0.36554	0.45981	0.027524	0.54615	0.06473	0.36364	0.06784	0.47196	0.2744	0.18851	0.096711	0.44798	0.98448	0.91517	0.83318	0.59989	0.30616	0.22159	0.4695	0.67281	0.14078	0.050135	0.065409	0.29984
0.043779	0.029455	0.043779	0.080159	0.21476	0.04243	1	0.043779	0.049357	0.044702	0.10847	0.029455	0.030076	0.033908	0.043325	0.11309	0.043779	0.12229	0.06784	0.036667	0.073743	0.043779	0.04243	0.05986	0.057715	0.1629	0.36364	0.043779	0.10189	0.10458	0.069996	0.029764	0.11427	0.059239	0.029149	0.043779	0.029455	0.043325	0.029302	0.080159	0.029764	0.047094	0.15707	0.043099	0.057415	0.033908	0.358	0.12883	0.08445	0.17708	0.074906	0.11133	0.029764	0.049615	0.033908	0.19757	0.052819	0.24466	0.08897	0.051729	0.043779	0.11133	0.043325	0.029149	0.12293	0.11075	0.074516	0.043325	0.057715	0.046849	0.029609	0.15871	0.037051	0.039034	0.17987	0.043779	0.033556	0.029764	0.09276	0.030391	0.057116	0.059549	0.31261	0.040697	0.22159	0.067136	0.23713	0.043779	0.056229	0.12951	0.15625	0.047588	0.041772	0.044469	0.046363	0.033382	0.079742	0.059549	0.043551	0.030391	0.1096	0.51302	0.22626	0.064059
1	0.67281	1	0.29212	0.14004	0.47196	0.043779	1	0.30298	0.51302	0.27728	0.67281	0.66583	0.59058	0.48696	0.36364	1	0.3328	0.62545	0.56351	0.29212	1	0.47196	0.46706	0.38915	0.13086	0.052819	1	0.38712	0.16206	0.61254	0.67281	0.28609	0.34159	0.66583	1	0.67281	0.48696	0.66931	0.48696	0.67281	0.63863	0.22159	0.48442	0.38712	0.59058	0.066787	0.12357	0.24723	0.16984	0.549	0.36554	0.67281	0.43873	0.56645	0.11852	0.41644	0.14987	0.13502	0.36746	1	0.28165	0.48696	0.66583	0.32423	0.38712	0.53488	0.48696	0.38915	0.4794	0.6555	0.25911	0.57538	0.53488	0.11018	1	0.58445	0.67281	0.16121	0.65892	0.70514	0.23837	0.038428	0.52384	0.099266	0.34517	0.071472	1	0.27728	0.18656	0.14078	0.44333	0.4794	0.51035	0.43192	0.59989	0.53767	0.41862	0.9948	0.65209	0.23713	0.052819	0.067487	0.34337
0.30298	0.40998	0.30298	0.21929	0.10847	0.31589	0.049357	0.30298	1	0.30616	0.15544	0.40998	0.40572	0.37913	0.35061	0.24594	0.30298	0.22043	0.23345	0.34337	0.30937	0.30298	0.31589	0.20173	0.40361	0.15871	0.082277	0.30298	0.34697	0.19249	0.24339	0.40998	0.15065	0.25642	0.40572	0.30298	0.40998	0.35061	0.40785	0.19757	0.40998	0.23102	0.21588	0.34879	0.40152	0.37913	0.069996	0.19249	0.28165	0.19349	0.23223	0.17894	0.40998	0.3328	0.35987	0.14987	0.32934	0.14754	0.16038	0.28759	0.30298	0.14374	0.35061	0.40572	0.15707	0.23589	0.22626	0.35061	0.40361	0.31098	0.39943	0.18081	0.35061	0.35061	0.13787	0.30298	0.3752	0.40998	0.13715	0.40152	0.24723	0.46706	0.051192	0.34337	0.088047	0.37325	0.06473	0.30298	0.21033	0.23102	0.11607	0.3192	0.32087	0.30457	0.30141	0.38511	0.30457	0.42968	0.30141	0.41428	0.1275	0.05146	0.081849	0.24982
0.51302	0.65892	0.51302	0.49206	0.096208	0.91996	0.044702	0.51302	0.30616	1	0.17342	0.65892	0.65209	0.57239	0.47691	0.23223	0.51302	0.21929	0.33107	0.56941	0.52933	0.51302	0.91996	0.27728	0.42744	0.21815	0.039857	0.51302	0.24723	0.16896	0.34879	0.65892	0.18081	0.34879	0.65209	0.51302	0.65892	0.47691	0.6555	0.28019	0.65892	0.35244	0.14909	0.47443	0.42522	0.57239	0.068195	0.084891	0.26595	0.11668	0.31589	0.22863	0.65892	0.44333	0.56058	0.12357	0.40785	0.15302	0.14677	0.37131	0.51302	0.17252	0.47691	0.65209	0.20492	0.24466	0.30776	0.47691	0.42744	0.4794	0.64197	0.17073	0.58141	0.52933	0.075691	0.51302	0.56645	0.65892	0.15954	0.64532	0.39735	0.44103	0.029609	0.52933	0.070362	0.36364	0.072978	0.51302	0.27728	0.1945	0.10404	0.43418	0.93446	0.9948	0.80752	0.58141	0.3328	0.24087	0.51035	0.63863	0.15302	0.053932	0.06891	0.29984
